URL,image name,label,width,height
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,6t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,11h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,7h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,8h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,4t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,4h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,6h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,5t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,9t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,9h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,21t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,22t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,23t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,24t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,25t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,12h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,13h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,14h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,15h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,16h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,17h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,18h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,19h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,20h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,21h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,22h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,23h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,24h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,25h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,26h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,27h.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,26t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 50 Cents,27t.jpg,AUD 50 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,7h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,20t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,23t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,4h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,12t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,3h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,10t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,16t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,2h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,11t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,13h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,3t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,14t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,8t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,6t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,2t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,12h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,10h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,7t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,17t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,21t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,11h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,5t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,6h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,22t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,5h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,15t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,8h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,9t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,18t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,4t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,19t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,9h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,13t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,24t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,25t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,14h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,15h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,16h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,17h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,18h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,19h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,20h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,21h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,22h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,23h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,24h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,25h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,26h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,26t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,27h.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 2 Dollar,27t.jpg,AUD 2 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,10h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,13h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,16t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,17t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,21t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,9t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,12t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,5h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,15t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,4t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,12h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,19t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,5t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,18t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,13t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,3h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,10t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,7t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,20t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,6h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,22t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,4h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,11h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,7h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,9h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,2h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,8t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,14t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,3t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,2t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,6t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,23t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,8h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,11t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,24t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,25t.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,14h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,15h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,16h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,17h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,18h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,19h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,20h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,21h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,22h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,23h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,24h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 1 Dollar,25h.jpg,AUD 1 Dollar,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,8h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,22t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,6h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,9h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,2t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,19t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,11h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,8t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,12t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,6t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,13t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,21t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,12h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,11t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,4t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,24t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,14t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,2h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,15t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,9t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,10t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,17t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,4h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,7t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,18t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,5t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,3t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,10h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,5h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,3h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,23t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,20t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,16t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,7h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,25t.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,13h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,14h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,15h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,16h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,17h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,18h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,19h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,20h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,21h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,22h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,23h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,24h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 10 Cents,25h.jpg,AUD 10 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,14t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,8h.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,20t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,10t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,5t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,4t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,3t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,2t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,7t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,9t.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,2h.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,3h.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,13h.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,10h.jpg,AUD 5 Cents,224,224
/content/drive/My Drive/CoinImages/PreprocessedCoinImages/Australia/AUD 5 Cents,19t.jpg,AUD 5 Cents,224,224
